"3567134":{'stabilizer.thrust': 11146.0, 'motor.m1': 45022, 'motor.m2': 38688, 'motor.m3': 38148, 'motor.m4': 41130}
"3567154":{'stabilizer.thrust': 51241.0, 'motor.m1': 44319, 'motor.m2': 42143, 'motor.m3': 40831, 'motor.m4': 39395}
"3567174":{'stabilizer.thrust': 2172.0, 'motor.m1': 34882, 'motor.m2': 43734, 'motor.m3': 50550, 'motor.m4': 38802}
"3567194":{'stabilizer.thrust': 56913.0, 'motor.m1': 39998, 'motor.m2': 40520, 'motor.m3': 44518, 'motor.m4': 40716}
"3567214":{'stabilizer.thrust': 48268.0, 'motor.m1': 34590, 'motor.m2': 42358, 'motor.m3': 50074, 'motor.m4': 39618}
"3567234":{'stabilizer.thrust': 57223.0, 'motor.m1': 46140, 'motor.m2': 36876, 'motor.m3': 37600, 'motor.m4': 43092}
"3567254":{'stabilizer.thrust': 57846.0, 'motor.m1': 47030, 'motor.m2': 39962, 'motor.m3': 38734, 'motor.m4': 42086}
"3567274":{'stabilizer.thrust': 54315.0, 'motor.m1': 46801, 'motor.m2': 39869, 'motor.m3': 39933, 'motor.m4': 43205}
"3567294":{'stabilizer.thrust': 42267.0, 'motor.m1': 40575, 'motor.m2': 42991, 'motor.m3': 46631, 'motor.m4': 40447}
"3567314":{'stabilizer.thrust': 6152.0, 'motor.m1': 41395, 'motor.m2': 42797, 'motor.m3': 46541, 'motor.m4': 41395}
"3567334":{'stabilizer.thrust': 39778.0, 'motor.m1': 41857, 'motor.m2': 42417, 'motor.m3': 46139, 'motor.m4': 42239}
"3567354":{'stabilizer.thrust': 31190.0, 'motor.m1': 44395, 'motor.m2': 40213, 'motor.m3': 43977, 'motor.m4': 44955}
"3567374":{'stabilizer.thrust': 59868.0, 'motor.m1': 45890, 'motor.m2': 41530, 'motor.m3': 42224, 'motor.m4': 43320}
"3567394":{'stabilizer.thrust': 52918.0, 'motor.m1': 45194, 'motor.m2': 43106, 'motor.m3': 42974, 'motor.m4': 41582}
"3567414":{'stabilizer.thrust': 11909.0, 'motor.m1': 43358, 'motor.m2': 42334, 'motor.m3': 44000, 'motor.m4': 41500}
"3567434":{'stabilizer.thrust': 62666.0, 'motor.m1': 41013, 'motor.m2': 42355, 'motor.m3': 45823, 'motor.m4': 40745}
"3567454":{'stabilizer.thrust': 40130.0, 'motor.m1': 39643, 'motor.m2': 40969, 'motor.m3': 45177, 'motor.m4': 40723}
"3567474":{'stabilizer.thrust': 24105.0, 'motor.m1': 41376, 'motor.m2': 39550, 'motor.m3': 42318, 'motor.m4': 40972}
"3567494":{'stabilizer.thrust': 14471.0, 'motor.m1': 41860, 'motor.m2': 38480, 'motor.m3': 41308, 'motor.m4': 41392}
"3567514":{'stabilizer.thrust': 44999.0, 'motor.m1': 44300, 'motor.m2': 38460, 'motor.m3': 37370, 'motor.m4': 39290}
"3567534":{'stabilizer.thrust': 22821.0, 'motor.m1': 39946, 'motor.m2': 38610, 'motor.m3': 40994, 'motor.m4': 38502}
"3567554":{'stabilizer.thrust': 53727.0, 'motor.m1': 43489, 'motor.m2': 36467, 'motor.m3': 38123, 'motor.m4': 41477}
"3567574":{'stabilizer.thrust': 51928.0, 'motor.m1': 39940, 'motor.m2': 38620, 'motor.m3': 42508, 'motor.m4': 40508}
"3567594":{'stabilizer.thrust': 51796.0, 'motor.m1': 39271, 'motor.m2': 38789, 'motor.m3': 43145, 'motor.m4': 40371}
"3567614":{'stabilizer.thrust': 17514.0, 'motor.m1': 41865, 'motor.m2': 39207, 'motor.m3': 39329, 'motor.m4': 38591}
"3567634":{'stabilizer.thrust': 37643.0, 'motor.m1': 41786, 'motor.m2': 41600, 'motor.m3': 39630, 'motor.m4': 36292}
"3567654":{'stabilizer.thrust': 24668.0, 'motor.m1': 38854, 'motor.m2': 38142, 'motor.m3': 41150, 'motor.m4': 37886}
"3567674":{'stabilizer.thrust': 65.0, 'motor.m1': 37026, 'motor.m2': 35440, 'motor.m3': 41880, 'motor.m4': 40278}
"3567694":{'stabilizer.thrust': 32524.0, 'motor.m1': 41058, 'motor.m2': 36454, 'motor.m3': 38594, 'motor.m4': 40050}
"3567714":{'stabilizer.thrust': 24322.0, 'motor.m1': 41864, 'motor.m2': 39538, 'motor.m3': 38538, 'motor.m4': 37112}
"3567734":{'stabilizer.thrust': 2455.0, 'motor.m1': 39890, 'motor.m2': 38322, 'motor.m3': 39442, 'motor.m4': 37006}
"3567754":{'stabilizer.thrust': 40097.0, 'motor.m1': 40441, 'motor.m2': 36193, 'motor.m3': 39135, 'motor.m4': 39479}
"3567774":{'stabilizer.thrust': 16482.0, 'motor.m1': 44392, 'motor.m2': 34262, 'motor.m3': 34642, 'motor.m4': 40560}
"3567794":{'stabilizer.thrust': 4870.0, 'motor.m1': 41249, 'motor.m2': 33913, 'motor.m3': 39221, 'motor.m4': 42365}
"3567814":{'stabilizer.thrust': 41238.0, 'motor.m1': 34469, 'motor.m2': 37601, 'motor.m3': 44345, 'motor.m4': 37829}
"3567834":{'stabilizer.thrust': 40591.0, 'motor.m1': 32205, 'motor.m2': 37051, 'motor.m3': 44829, 'motor.m4': 36051}
"3567854":{'stabilizer.thrust': 34121.0, 'motor.m1': 34334, 'motor.m2': 36510, 'motor.m3': 42834, 'motor.m4': 36358}
"3567874":{'stabilizer.thrust': 29942.0, 'motor.m1': 35608, 'motor.m2': 37696, 'motor.m3': 42376, 'motor.m4': 35312}
"3567894":{'stabilizer.thrust': 6833.0, 'motor.m1': 40854, 'motor.m2': 38330, 'motor.m3': 37328, 'motor.m4': 35144}
"3567914":{'stabilizer.thrust': 13117.0, 'motor.m1': 44843, 'motor.m2': 32943, 'motor.m3': 33009, 'motor.m4': 40961}
"3567934":{'stabilizer.thrust': 30838.0, 'motor.m1': 33276, 'motor.m2': 35748, 'motor.m3': 45828, 'motor.m4': 39228}
"3567954":{'stabilizer.thrust': 36334.0, 'motor.m1': 30944, 'motor.m2': 39414, 'motor.m3': 47960, 'motor.m4': 35846}
"3567974":{'stabilizer.thrust': 34143.0, 'motor.m1': 38884, 'motor.m2': 39904, 'motor.m3': 38684, 'motor.m4': 33588}
"3567994":{'stabilizer.thrust': 16635.0, 'motor.m1': 43123, 'motor.m2': 35043, 'motor.m3': 33035, 'motor.m4': 36511}
"3568014":{'stabilizer.thrust': 1881.0, 'motor.m1': 45486, 'motor.m2': 33572, 'motor.m3': 29998, 'motor.m4': 37404}
"3568034":{'stabilizer.thrust': 15522.0, 'motor.m1': 44274, 'motor.m2': 33138, 'motor.m3': 33294, 'motor.m4': 39038}
"3568054":{'stabilizer.thrust': 20867.0, 'motor.m1': 34031, 'motor.m2': 37675, 'motor.m3': 43811, 'motor.m4': 36359}
"3568074":{'stabilizer.thrust': 38243.0, 'motor.m1': 34108, 'motor.m2': 36638, 'motor.m3': 43716, 'motor.m4': 37686}
"3568094":{'stabilizer.thrust': 62902.0, 'motor.m1': 34560, 'motor.m2': 37854, 'motor.m3': 44104, 'motor.m4': 38062}
"3568114":{'stabilizer.thrust': 15912.0, 'motor.m1': 41646, 'motor.m2': 38034, 'motor.m3': 37804, 'motor.m4': 38412}
"3568134":{'stabilizer.thrust': 3751.0, 'motor.m1': 45909, 'motor.m2': 38143, 'motor.m3': 33457, 'motor.m4': 38195}
"3568154":{'stabilizer.thrust': 45351.0, 'motor.m1': 43670, 'motor.m2': 36890, 'motor.m3': 34852, 'motor.m4': 38896}
"3568174":{'stabilizer.thrust': 27151.0, 'motor.m1': 37887, 'motor.m2': 37201, 'motor.m3': 41753, 'motor.m4': 39231}
"3568194":{'stabilizer.thrust': 16648.0, 'motor.m1': 38239, 'motor.m2': 36785, 'motor.m3': 41583, 'motor.m4': 40325}
"3568214":{'stabilizer.thrust': 56802.0, 'motor.m1': 34928, 'motor.m2': 38796, 'motor.m3': 47728, 'motor.m4': 40200}
"3568234":{'stabilizer.thrust': 62431.0, 'motor.m1': 38398, 'motor.m2': 41226, 'motor.m3': 43922, 'motor.m4': 38194}
"3568254":{'stabilizer.thrust': 44247.0, 'motor.m1': 43720, 'motor.m2': 40398, 'motor.m3': 38048, 'motor.m4': 38266}
